,p1,p2,r1,r2
p1,3.4720822561543767,0.016612476228423653,22.14924008184484,0.0
p2,218.23786189110606,0.71933599938376,0.0,0.26928927040520995
r1,171.97075716260122,0.0,29.98631367860129,0.33781301391542873
r2,0.0,198.44819706322897,0.018122635579628284,0.001153002103512085
