,p1,p2,r1,r2
p1,0.7817405853015194,0.2910756216979483,0.08118859822759682,0.0
p2,268.9222875178775,1.048685046667882,0.0,0.045688090587881654
r1,0.022775483247110727,0.0,0.056701750672009166,2.6388489400787036
r2,0.0,359.9707644439879,0.07602874647568224,264.0539587265112
