,p1,p2,r1,r2
p1,0.022061603782080948,5.446261774436716,0.034005769339430274,0.0
p2,0.034800875026973106,28.6842832716067,0.0,2.8452630420901275
r1,0.3104083133345022,0.0,209.04441438642203,0.040971696486638856
r2,0.0,0.013059994714849438,0.001821334136651591,34.62058981891601
