,p1,p2,r1,r2
p1,0.04214344902515726,39.77175443679807,6.232859458854895,0.0
p2,2.6029321779538908,0.29100524617656126,0.0,0.42771928356218886
r1,220.89705284388359,0.0,119.51754151448439,107.72295812340805
r2,0.0,96.18111951273866,401.46490018668317,0.0015607067827269109
