,p1,p2,r1,r2
p1,5.692708167915615,0.13723625119986801,0.23390633960714247,0.0
p2,0.001633894816788091,4.67609272795105,0.0,0.001732477480397989
r1,0.013661233318412876,0.0,98.74789146926179,4.582551840741335
r2,0.0,0.08137921188663055,1.4290293751302088,181.68011244512218
