,p1,p2,r1,r2
p1,0.0026915889705720363,0.006482491772885151,0.06381799780387049,0.0
p2,0.0014506605834655039,269.41590481380365,0.0,0.022443151923369434
r1,669.3574144669715,0.0,15.5702834118557,2.2582051879899865
r2,0.0,0.02940340505161724,0.11345136594635184,3.8063025813827975
