mutation_step,id_1,parent_1,phi_1,r1_1,r2_1,p1_1,p2_1,r1r2_1,r1p1_1,r2r1_1,r2p2_1,id_2,parent_2,phi_2,r1_2,r2_2,p1_2,p2_2,r1r2_2,r1p1_2,r2r1_2,r2p2_2,id_3,parent_3,phi_3,r1_3,r2_3,p1_3,p2_3,r1r2_3,r1p1_3,r2r1_3,r2p2_3,id_4,parent_4,phi_4,r1_4,r2_4,p1_4,p2_4,r1r2_4,r1p1_4,r2r1_4,r2p2_4
15,0,-1,0.001,0.990,0.990,0.990,0.990,0.005,0.005,0.005,0.005,15,0,0.001,0.989,0.984,1.000,1.000,0.009,0.002,0.000,0.016,16.000,0.000,0.004,0.997,0.977,0.989,1.000,0.003,0.000,0.023,0.000,,,,,,,,,,,
16,0,-1,0.001,0.990,0.990,0.990,0.990,0.005,0.005,0.005,0.005,15,0,0.001,0.989,0.984,1.000,1.000,0.009,0.002,0.000,0.016,16.000,0.000,0.004,0.997,0.977,0.989,1.000,0.003,0.000,0.023,0.000,17.000,16.000,0.000,0.985,0.984,0.986,1.000,0.000,0.015,0.014,0.002
17,0,-1,0.001,0.990,0.990,0.990,0.990,0.005,0.005,0.005,0.005,15,0,0.001,0.989,0.984,1.000,1.000,0.009,0.002,0.000,0.016,16.000,0.000,0.004,0.997,0.977,0.989,1.000,0.003,0.000,0.023,0.000,17.000,16.000,0.000,0.985,0.984,0.986,1.000,0.000,0.015,0.014,0.002
18,0,-1,0.001,0.990,0.990,0.990,0.990,0.005,0.005,0.005,0.005,15,0,0.001,0.989,0.984,1.000,1.000,0.009,0.002,0.000,0.016,16.000,0.000,0.004,0.997,0.977,0.989,1.000,0.003,0.000,0.023,0.000,17.000,16.000,0.000,0.985,0.984,0.986,1.000,0.000,0.015,0.014,0.002
19,0,-1,0.001,0.990,0.990,0.990,0.990,0.005,0.005,0.005,0.005,15,0,0.001,0.989,0.984,1.000,1.000,0.009,0.002,0.000,0.016,16.000,0.000,0.004,0.997,0.977,0.989,1.000,0.003,0.000,0.023,0.000,17.000,16.000,0.000,0.985,0.984,0.986,1.000,0.000,0.015,0.014,0.002
20,0,-1,0.001,0.990,0.990,0.990,0.990,0.005,0.005,0.005,0.005,15,0,0.001,0.989,0.984,1.000,1.000,0.009,0.002,0.000,0.016,16.000,0.000,0.004,0.997,0.977,0.989,1.000,0.003,0.000,0.023,0.000,17.000,16.000,0.000,0.985,0.984,0.986,1.000,0.000,0.015,0.014,0.002
21,0,-1,0.001,0.990,0.990,0.990,0.990,0.005,0.005,0.005,0.005,15,0,0.001,0.989,0.984,1.000,1.000,0.009,0.002,0.000,0.016,16.000,0.000,0.004,0.997,0.977,0.989,1.000,0.003,0.000,0.023,0.000,17.000,16.000,0.000,0.985,0.984,0.986,1.000,0.000,0.015,0.014,0.002
22,0,-1,0.001,0.990,0.990,0.990,0.990,0.005,0.005,0.005,0.005,15,0,0.001,0.989,0.984,1.000,1.000,0.009,0.002,0.000,0.016,17.000,16.000,0.000,0.985,0.984,0.986,1.000,0.000,0.015,0.014,0.002,18.000,16.000,0.000,0.998,0.989,0.987,1.000,0.002,0.000,0.011,0.000
23,0,-1,0.001,0.990,0.990,0.990,0.990,0.005,0.005,0.005,0.005,15,0,0.001,0.989,0.984,1.000,1.000,0.009,0.002,0.000,0.016,17.000,16.000,0.000,0.985,0.984,0.986,1.000,0.000,0.015,0.014,0.002,18.000,16.000,0.000,0.998,0.989,0.987,1.000,0.002,0.000,0.011,0.000
24,0,-1,0.001,0.990,0.990,0.990,0.990,0.005,0.005,0.005,0.005,15,0,0.001,0.989,0.984,1.000,1.000,0.009,0.002,0.000,0.016,17.000,16.000,0.000,0.985,0.984,0.986,1.000,0.000,0.015,0.014,0.002,18.000,16.000,0.000,0.998,0.989,0.987,1.000,0.002,0.000,0.011,0.000
25,0,-1,0.001,0.990,0.990,0.990,0.990,0.005,0.005,0.005,0.005,18,16,0.000,0.998,0.989,0.987,1.000,0.002,0.000,0.011,0.000,26.000,18.000,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,,,,,,,,,,,
26,0,-1,0.001,0.990,0.990,0.990,0.990,0.005,0.005,0.005,0.005,18,16,0.000,0.998,0.989,0.987,1.000,0.002,0.000,0.011,0.000,26.000,18.000,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27.000,26.000,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000
27,0,-1,0.001,0.990,0.990,0.990,0.990,0.005,0.005,0.005,0.005,18,16,0.000,0.998,0.989,0.987,1.000,0.002,0.000,0.011,0.000,26.000,18.000,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27.000,26.000,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000
28,0,-1,0.001,0.990,0.990,0.990,0.990,0.005,0.005,0.005,0.005,18,16,0.000,0.998,0.989,0.987,1.000,0.002,0.000,0.011,0.000,26.000,18.000,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27.000,26.000,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000
29,0,-1,0.001,0.990,0.990,0.990,0.990,0.005,0.005,0.005,0.005,18,16,0.000,0.998,0.989,0.987,1.000,0.002,0.000,0.011,0.000,26.000,18.000,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27.000,26.000,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000
30,0,-1,0.001,0.990,0.990,0.990,0.990,0.005,0.005,0.005,0.005,18,16,0.000,0.998,0.989,0.987,1.000,0.002,0.000,0.011,0.000,26.000,18.000,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27.000,26.000,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000
31,0,-1,0.001,0.990,0.990,0.990,0.990,0.005,0.005,0.005,0.005,18,16,0.000,0.998,0.989,0.987,1.000,0.002,0.000,0.011,0.000,26.000,18.000,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27.000,26.000,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000
32,0,-1,0.001,0.990,0.990,0.990,0.990,0.005,0.005,0.005,0.005,18,16,0.000,0.998,0.989,0.987,1.000,0.002,0.000,0.011,0.000,26.000,18.000,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27.000,26.000,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000
33,0,-1,0.001,0.990,0.990,0.990,0.990,0.005,0.005,0.005,0.005,18,16,0.000,0.998,0.989,0.987,1.000,0.002,0.000,0.011,0.000,26.000,18.000,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27.000,26.000,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000
34,0,-1,0.001,0.990,0.990,0.990,0.990,0.005,0.005,0.005,0.005,18,16,0.000,0.998,0.989,0.987,1.000,0.002,0.000,0.011,0.000,26.000,18.000,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27.000,26.000,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000
35,0,-1,0.001,0.990,0.990,0.990,0.990,0.005,0.005,0.005,0.005,18,16,0.000,0.998,0.989,0.987,1.000,0.002,0.000,0.011,0.000,26.000,18.000,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27.000,26.000,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000
36,0,-1,0.001,0.990,0.990,0.990,0.990,0.005,0.005,0.005,0.005,18,16,0.000,0.998,0.989,0.987,1.000,0.002,0.000,0.011,0.000,26.000,18.000,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27.000,26.000,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000
37,18,16,0.000,0.998,0.989,0.987,1.000,0.002,0.000,0.011,0.000,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27.000,26.000,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000,28.000,27.000,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002
38,18,16,0.000,0.998,0.989,0.987,1.000,0.002,0.000,0.011,0.000,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27.000,26.000,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000,28.000,27.000,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002
39,18,16,0.000,0.998,0.989,0.987,1.000,0.002,0.000,0.011,0.000,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27.000,26.000,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000,28.000,27.000,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002
40,18,16,0.000,0.998,0.989,0.987,1.000,0.002,0.000,0.011,0.000,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27.000,26.000,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000,28.000,27.000,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002
41,18,16,0.000,0.998,0.989,0.987,1.000,0.002,0.000,0.011,0.000,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27.000,26.000,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000,28.000,27.000,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002
42,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27,26,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000,28.000,27.000,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,32.000,30.000,0.000,0.950,0.994,0.986,1.000,0.035,0.015,0.000,0.006
43,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27,26,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000,28.000,27.000,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,32.000,30.000,0.000,0.950,0.994,0.986,1.000,0.035,0.015,0.000,0.006
44,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27,26,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000,28.000,27.000,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,32.000,30.000,0.000,0.950,0.994,0.986,1.000,0.035,0.015,0.000,0.006
45,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27,26,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000,28.000,27.000,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,32.000,30.000,0.000,0.950,0.994,0.986,1.000,0.035,0.015,0.000,0.006
46,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27,26,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000,28.000,27.000,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,32.000,30.000,0.000,0.950,0.994,0.986,1.000,0.035,0.015,0.000,0.006
47,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27,26,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000,28.000,27.000,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,32.000,30.000,0.000,0.950,0.994,0.986,1.000,0.035,0.015,0.000,0.006
48,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27,26,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000,28.000,27.000,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,32.000,30.000,0.000,0.950,0.994,0.986,1.000,0.035,0.015,0.000,0.006
49,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27,26,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000,28.000,27.000,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,32.000,30.000,0.000,0.950,0.994,0.986,1.000,0.035,0.015,0.000,0.006
50,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27,26,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000,28.000,27.000,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,32.000,30.000,0.000,0.950,0.994,0.986,1.000,0.035,0.015,0.000,0.006
51,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27,26,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000,28.000,27.000,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,32.000,30.000,0.000,0.950,0.994,0.986,1.000,0.035,0.015,0.000,0.006
52,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27,26,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000,28.000,27.000,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,32.000,30.000,0.000,0.950,0.994,0.986,1.000,0.035,0.015,0.000,0.006
53,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27,26,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000,28.000,27.000,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,32.000,30.000,0.000,0.950,0.994,0.986,1.000,0.035,0.015,0.000,0.006
54,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27,26,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000,28.000,27.000,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,32.000,30.000,0.000,0.950,0.994,0.986,1.000,0.035,0.015,0.000,0.006
55,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27,26,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000,28.000,27.000,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,32.000,30.000,0.000,0.950,0.994,0.986,1.000,0.035,0.015,0.000,0.006
56,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27,26,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000,28.000,27.000,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,32.000,30.000,0.000,0.950,0.994,0.986,1.000,0.035,0.015,0.000,0.006
57,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27,26,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000,28.000,27.000,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,32.000,30.000,0.000,0.950,0.994,0.986,1.000,0.035,0.015,0.000,0.006
58,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27,26,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000,28.000,27.000,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,32.000,30.000,0.000,0.950,0.994,0.986,1.000,0.035,0.015,0.000,0.006
59,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,27,26,0.001,0.972,1.000,0.976,1.000,0.011,0.017,0.000,0.000,28.000,27.000,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,32.000,30.000,0.000,0.950,0.994,0.986,1.000,0.035,0.015,0.000,0.006
60,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,28,27,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,37.000,35.000,0.000,0.990,1.000,0.973,1.000,0.007,0.003,0.000,0.000,58.000,28.000,0.000,0.971,1.000,0.974,0.995,0.008,0.021,0.000,0.000
61,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,28,27,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,37.000,35.000,0.000,0.990,1.000,0.973,1.000,0.007,0.003,0.000,0.000,58.000,28.000,0.000,0.971,1.000,0.974,0.995,0.008,0.021,0.000,0.000
62,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,28,27,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,37.000,35.000,0.000,0.990,1.000,0.973,1.000,0.007,0.003,0.000,0.000,58.000,28.000,0.000,0.971,1.000,0.974,0.995,0.008,0.021,0.000,0.000
63,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,28,27,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,37.000,35.000,0.000,0.990,1.000,0.973,1.000,0.007,0.003,0.000,0.000,58.000,28.000,0.000,0.971,1.000,0.974,0.995,0.008,0.021,0.000,0.000
64,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,28,27,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,37.000,35.000,0.000,0.990,1.000,0.973,1.000,0.007,0.003,0.000,0.000,58.000,28.000,0.000,0.971,1.000,0.974,0.995,0.008,0.021,0.000,0.000
65,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,28,27,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,37.000,35.000,0.000,0.990,1.000,0.973,1.000,0.007,0.003,0.000,0.000,58.000,28.000,0.000,0.971,1.000,0.974,0.995,0.008,0.021,0.000,0.000
66,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,28,27,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,37.000,35.000,0.000,0.990,1.000,0.973,1.000,0.007,0.003,0.000,0.000,58.000,28.000,0.000,0.971,1.000,0.974,0.995,0.008,0.021,0.000,0.000
67,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,28,27,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,37.000,35.000,0.000,0.990,1.000,0.973,1.000,0.007,0.003,0.000,0.000,58.000,28.000,0.000,0.971,1.000,0.974,0.995,0.008,0.021,0.000,0.000
68,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,28,27,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,37.000,35.000,0.000,0.990,1.000,0.973,1.000,0.007,0.003,0.000,0.000,58.000,28.000,0.000,0.971,1.000,0.974,0.995,0.008,0.021,0.000,0.000
69,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,28,27,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,37.000,35.000,0.000,0.990,1.000,0.973,1.000,0.007,0.003,0.000,0.000,58.000,28.000,0.000,0.971,1.000,0.974,0.995,0.008,0.021,0.000,0.000
70,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,28,27,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,37.000,35.000,0.000,0.990,1.000,0.973,1.000,0.007,0.003,0.000,0.000,58.000,28.000,0.000,0.971,1.000,0.974,0.995,0.008,0.021,0.000,0.000
71,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,28,27,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,37.000,35.000,0.000,0.990,1.000,0.973,1.000,0.007,0.003,0.000,0.000,58.000,28.000,0.000,0.971,1.000,0.974,0.995,0.008,0.021,0.000,0.000
72,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,28,27,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,37.000,35.000,0.000,0.990,1.000,0.973,1.000,0.007,0.003,0.000,0.000,58.000,28.000,0.000,0.971,1.000,0.974,0.995,0.008,0.021,0.000,0.000
73,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,28,27,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,37.000,35.000,0.000,0.990,1.000,0.973,1.000,0.007,0.003,0.000,0.000,58.000,28.000,0.000,0.971,1.000,0.974,0.995,0.008,0.021,0.000,0.000
74,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,28,27,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,37.000,35.000,0.000,0.990,1.000,0.973,1.000,0.007,0.003,0.000,0.000,58.000,28.000,0.000,0.971,1.000,0.974,0.995,0.008,0.021,0.000,0.000
75,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,28,27,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,37.000,35.000,0.000,0.990,1.000,0.973,1.000,0.007,0.003,0.000,0.000,58.000,28.000,0.000,0.971,1.000,0.974,0.995,0.008,0.021,0.000,0.000
76,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,28,27,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,37.000,35.000,0.000,0.990,1.000,0.973,1.000,0.007,0.003,0.000,0.000,58.000,28.000,0.000,0.971,1.000,0.974,0.995,0.008,0.021,0.000,0.000
77,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,28,27,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,37.000,35.000,0.000,0.990,1.000,0.973,1.000,0.007,0.003,0.000,0.000,58.000,28.000,0.000,0.971,1.000,0.974,0.995,0.008,0.021,0.000,0.000
78,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,28,27,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,37.000,35.000,0.000,0.990,1.000,0.973,1.000,0.007,0.003,0.000,0.000,58.000,28.000,0.000,0.971,1.000,0.974,0.995,0.008,0.021,0.000,0.000
79,26,18,0.000,0.986,1.000,0.980,0.997,0.006,0.008,0.000,0.000,28,27,0.000,0.987,0.998,0.984,0.998,0.000,0.013,0.000,0.002,37.000,35.000,0.000,0.990,1.000,0.973,1.000,0.007,0.003,0.000,0.000,58.000,28.000,0.000,0.971,1.000,0.974,0.995,0.008,0.021,0.000,0.000
