,p1,p2,r1,r2
p1,1.4134384345286395,21.21285493032403,0.108277169620992,0.0
p2,2.433317556661357,0.00652526149041304,0.0,0.17542738187560125
r1,0.06053166750498564,0.0,0.010745157465705124,4.284322108082533
r2,0.0,0.057558487072144685,1.1158542825405617,0.012222367311577689
