,p1,p2,r1,r2
p1,0.05719453703797593,0.6689265097321911,0.0011291069494398585,0.0
p2,7.185908170759822,29.610816981998333,0.0,22.136752287922725
r1,1.4859783988216702,0.0,15.292397017866897,0.291936743814403
r2,0.0,29.240759575569548,0.0015846978391306841,5.119612875027969
