,p1,p2,r1,r2
p1,237.53852277754672,0.001489266479951356,74.3033573601405,0.0
p2,39.83243508241426,1.3551080827422066,0.0,0.2732567129028241
r1,44.34134740569235,0.0,0.08549106706118624,0.030448940824402238
r2,0.0,803.355292750357,968.2400296884852,725.93224690878
