,p1,p2,r1,r2
p1,3.5629994983368922,842.1789433642292,0.1055186386715496,0.0
p2,0.39760004670902455,0.45196068397705813,0.0,33.9637129114699
r1,0.277940620606716,0.0,0.4121365565509018,0.3498261730951352
r2,0.0,17.749691469887495,3.0731728718524463,0.04487048071236468
