,p1,p2,r1,r2
p1,25.990275976229018,0.0015501381586073564,0.005573356092162352,0.0
p2,2.617043351601977,0.0034397365717481494,0.0,7.455750365833948
r1,6.996473737551109,0.0,0.002797398196965394,0.0034497869032653087
r2,0.0,0.8873602951866482,0.0038814865846469077,0.023582825346718322
