mutation_step,id_1,parent_1,f_r_1,phi_1,id_2,parent_2,f_r_2,phi_2,id_3,parent_3,f_r_3,phi_3,id_4,parent_4,f_r_4,phi_4
0,1,0,0.9645817001819754,0.002990623061787915,,,,,,,,,,,,
1,1,0,0.9645817001819754,0.002990623061787915,2.0,1.0,0.9847517125787951,0.010580509016618118,,,,,,,,
2,1,0,0.9645817001819754,0.002990623061787915,3.0,2.0,0.9795036570913928,0.021713744114995347,,,,,,,,
3,3,2,0.9795036570913928,0.021713744114995347,4.0,1.0,0.9329026485593611,0.0016884731669413614,,,,,,,,
4,3,2,0.9795036570913928,0.021713744114995347,5.0,4.0,0.9308097937825829,0.012527689520561512,,,,,,,,
5,5,4,0.9308097937825829,0.012527689520561512,6.0,3.0,0.9954400567667857,0.02099787727441906,,,,,,,,
6,6,3,0.9954400567667857,0.02099787727441906,7.0,5.0,0.9091049803632884,0.04089629262832126,,,,,,,,
7,7,5,0.9091049803632884,0.04089629262832126,8.0,6.0,0.9928351418307574,0.031275380051285745,,,,,,,,
8,7,5,0.9091049803632884,0.04089629262832126,8.0,6.0,0.9928351418307574,0.031275380051285745,,,,,,,,
9,7,5,0.9091049803632884,0.04089629262832126,8.0,6.0,0.9928351418307574,0.031275380051285745,,,,,,,,
10,7,5,0.9091049803632884,0.04089629262832126,8.0,6.0,0.9928351418307574,0.031275380051285745,,,,,,,,
11,7,5,0.9091049803632884,0.04089629262832126,8.0,6.0,0.9928351418307574,0.031275380051285745,,,,,,,,
12,7,5,0.9091049803632884,0.04089629262832126,8.0,6.0,0.9928351418307574,0.031275380051285745,,,,,,,,
13,7,5,0.9091049803632884,0.04089629262832126,8.0,6.0,0.9928351418307574,0.031275380051285745,,,,,,,,
14,7,5,0.9091049803632884,0.04089629262832126,8.0,6.0,0.9928351418307574,0.031275380051285745,,,,,,,,
15,8,6,0.9928351418307574,0.031275380051285745,16.0,7.0,0.8825849767331755,0.0454667830028609,,,,,,,,
16,8,6,0.9928351418307574,0.031275380051285745,16.0,7.0,0.8825849767331755,0.0454667830028609,,,,,,,,
17,8,6,0.9928351418307574,0.031275380051285745,16.0,7.0,0.8825849767331755,0.0454667830028609,,,,,,,,
18,16,7,0.8825849767331755,0.0454667830028609,19.0,8.0,0.9960315630192428,0.045085943583597354,,,,,,,,
19,16,7,0.8825849767331755,0.0454667830028609,19.0,8.0,0.9960315630192428,0.045085943583597354,,,,,,,,
20,16,7,0.8825849767331755,0.0454667830028609,19.0,8.0,0.9960315630192428,0.045085943583597354,,,,,,,,
21,16,7,0.8825849767331755,0.0454667830028609,19.0,8.0,0.9960315630192428,0.045085943583597354,,,,,,,,
22,16,7,0.8825849767331755,0.0454667830028609,19.0,8.0,0.9960315630192428,0.045085943583597354,,,,,,,,
23,16,7,0.8825849767331755,0.0454667830028609,19.0,8.0,0.9960315630192428,0.045085943583597354,,,,,,,,
24,16,7,0.8825849767331755,0.0454667830028609,19.0,8.0,0.9960315630192428,0.045085943583597354,,,,,,,,
25,19,8,0.9960315630192428,0.045085943583597354,26.0,16.0,0.8563501679831005,0.05157813095171972,,,,,,,,
26,19,8,0.9960315630192428,0.045085943583597354,26.0,16.0,0.8563501679831005,0.05157813095171972,,,,,,,,
27,19,8,0.9960315630192428,0.045085943583597354,26.0,16.0,0.8563501679831005,0.05157813095171972,,,,,,,,
28,19,8,0.9960315630192428,0.045085943583597354,26.0,16.0,0.8563501679831005,0.05157813095171972,,,,,,,,
29,19,8,0.9960315630192428,0.045085943583597354,26.0,16.0,0.8563501679831005,0.05157813095171972,,,,,,,,
30,19,8,0.9960315630192428,0.045085943583597354,26.0,16.0,0.8563501679831005,0.05157813095171972,,,,,,,,
31,19,8,0.9960315630192428,0.045085943583597354,26.0,16.0,0.8563501679831005,0.05157813095171972,,,,,,,,
32,19,8,0.9960315630192428,0.045085943583597354,26.0,16.0,0.8563501679831005,0.05157813095171972,,,,,,,,
