mutation_step,id_1,parent_1,f_r_1,phi_1,id_2,parent_2,f_r_2,phi_2,id_3,parent_3,f_r_3,phi_3,id_4,parent_4,f_r_4,phi_4
0,1,0,0.9954102207174514,0.027538307553607113,,,,,,,,,,,,
1,1,0,0.9954102207174514,0.027538307553607113,2.0,1.0,0.9947632079670145,0.003931739986050769,,,,,,,,
2,1,0,0.9954102207174514,0.027538307553607113,3.0,1.0,0.9873865669938398,0.01765045470732743,,,,,,,,
3,1,0,0.9954102207174514,0.027538307553607113,3.0,1.0,0.9873865669938398,0.01765045470732743,,,,,,,,
4,1,0,0.9954102207174514,0.027538307553607113,3.0,1.0,0.9873865669938398,0.01765045470732743,,,,,,,,
5,1,0,0.9954102207174514,0.027538307553607113,6.0,3.0,0.9866103863220472,0.01754471022645391,,,,,,,,
6,6,3,0.9866103863220472,0.01754471022645391,7.0,1.0,0.9974239410705374,0.03486861950268186,,,,,,,,
7,6,3,0.9866103863220472,0.01754471022645391,7.0,1.0,0.9974239410705374,0.03486861950268186,,,,,,,,
8,6,3,0.9866103863220472,0.01754471022645391,7.0,1.0,0.9974239410705374,0.03486861950268186,,,,,,,,
9,7,1,0.9974239410705374,0.03486861950268186,10.0,6.0,0.9854669085029694,0.02014847172565874,,,,,,,,
10,7,1,0.9974239410705374,0.03486861950268186,10.0,6.0,0.9854669085029694,0.02014847172565874,,,,,,,,
11,7,1,0.9974239410705374,0.03486861950268186,12.0,10.0,0.9833964652725034,0.00440207025210497,,,,,,,,
12,7,1,0.9974239410705374,0.03486861950268186,12.0,10.0,0.9833964652725034,0.00440207025210497,,,,,,,,
13,14,7,0.9780859366754494,0.02681039644593325,,,,,,,,,,,,
14,15,14,0.9727377409551613,0.021380659267687282,,,,,,,,,,,,
15,16,15,0.9580525267470396,0.027489647161920462,,,,,,,,,,,,
16,17,16,0.9490130266294696,0.042678935957364716,,,,,,,,,,,,
17,17,16,0.9490130266294696,0.042678935957364716,,,,,,,,,,,,
18,17,16,0.9490130266294696,0.042678935957364716,,,,,,,,,,,,
19,17,16,0.9490130266294696,0.042678935957364716,20.0,17.0,0.916014835220161,0.017474822566003217,,,,,,,,
20,17,16,0.9490130266294696,0.042678935957364716,21.0,20.0,0.9103636150159314,0.018757392015276108,,,,,,,,
21,17,16,0.9490130266294696,0.042678935957364716,22.0,21.0,0.9001373946418868,0.023817004738896648,,,,,,,,
22,22,21,0.9001373946418868,0.023817004738896648,23.0,17.0,0.9601274378317435,0.043369580156754975,,,,,,,,
23,23,17,0.9601274378317435,0.043369580156754975,24.0,22.0,0.8875174174477849,0.031095353537704144,,,,,,,,
24,23,17,0.9601274378317435,0.043369580156754975,25.0,24.0,0.8711007207775463,0.039300151264510204,,,,,,,,
