mutation_step,id_1,parent_1,f_r_1,phi_1,id_2,parent_2,f_r_2,phi_2,id_3,parent_3,f_r_3,phi_3,id_4,parent_4,f_r_4,phi_4
0,1,0,0.9840777395340717,0.01214822882974141,,,,,,,,,,,,
1,1,0,0.9840777395340717,0.01214822882974141,2.0,1.0,0.9757365256410441,0.006827814484661191,,,,,,,,
2,1,0,0.9840777395340717,0.01214822882974141,2.0,1.0,0.9757365256410441,0.006827814484661191,,,,,,,,
3,2,1,0.9757365256410441,0.006827814484661191,4.0,1.0,0.9873373758691949,0.023332042686942826,,,,,,,,
4,4,1,0.9873373758691949,0.023332042686942826,5.0,2.0,0.9696323129638665,0.0033450029212321536,,,,,,,,
5,5,2,0.9696323129638665,0.0033450029212321536,6.0,4.0,0.9864967001267304,0.025319047164002063,,,,,,,,
6,5,2,0.9696323129638665,0.0033450029212321536,7.0,6.0,0.9805682179304407,0.04519399030397409,,,,,,,,
7,7,6,0.9805682179304407,0.04519399030397409,8.0,5.0,0.9714514305671499,0.01271539604880054,,,,,,,,
8,7,6,0.9805682179304407,0.04519399030397409,8.0,5.0,0.9714514305671499,0.01271539604880054,,,,,,,,
9,7,6,0.9805682179304407,0.04519399030397409,8.0,5.0,0.9714514305671499,0.01271539604880054,,,,,,,,
10,7,6,0.9805682179304407,0.04519399030397409,11.0,8.0,0.943900107730772,0.017754078096504533,,,,,,,,
11,7,6,0.9805682179304407,0.04519399030397409,11.0,8.0,0.943900107730772,0.017754078096504533,,,,,,,,
12,7,6,0.9805682179304407,0.04519399030397409,11.0,8.0,0.943900107730772,0.017754078096504533,13.0,7.0,0.9960682820570403,0.0317086294397688,,,,
13,7,6,0.9805682179304407,0.04519399030397409,11.0,8.0,0.943900107730772,0.017754078096504533,13.0,7.0,0.9960682820570403,0.0317086294397688,,,,
14,7,6,0.9805682179304407,0.04519399030397409,15.0,7.0,0.9351805218420953,0.028831956569539362,,,,,,,,
15,7,6,0.9805682179304407,0.04519399030397409,15.0,7.0,0.9351805218420953,0.028831956569539362,,,,,,,,
16,7,6,0.9805682179304407,0.04519399030397409,15.0,7.0,0.9351805218420953,0.028831956569539362,,,,,,,,
17,7,6,0.9805682179304407,0.04519399030397409,18.0,15.0,0.9070540221355201,0.018051751633244087,,,,,,,,
18,7,6,0.9805682179304407,0.04519399030397409,19.0,18.0,0.8737999867715472,0.04106574126537281,,,,,,,,
19,7,6,0.9805682179304407,0.04519399030397409,19.0,18.0,0.8737999867715472,0.04106574126537281,,,,,,,,
20,7,6,0.9805682179304407,0.04519399030397409,19.0,18.0,0.8737999867715472,0.04106574126537281,,,,,,,,
21,7,6,0.9805682179304407,0.04519399030397409,19.0,18.0,0.8737999867715472,0.04106574126537281,,,,,,,,
22,7,6,0.9805682179304407,0.04519399030397409,19.0,18.0,0.8737999867715472,0.04106574126537281,,,,,,,,
23,19,18,0.8737999867715472,0.04106574126537281,24.0,7.0,0.9952660061772595,0.06046367914902483,,,,,,,,
24,19,18,0.8737999867715472,0.04106574126537281,24.0,7.0,0.9952660061772595,0.06046367914902483,,,,,,,,
25,24,7,0.9952660061772595,0.06046367914902483,26.0,19.0,0.8323342170821388,0.031217554055128653,,,,,,,,
26,24,7,0.9952660061772595,0.06046367914902483,26.0,19.0,0.8323342170821388,0.031217554055128653,,,,,,,,
27,24,7,0.9952660061772595,0.06046367914902483,26.0,19.0,0.8323342170821388,0.031217554055128653,,,,,,,,
28,24,7,0.9952660061772595,0.06046367914902483,26.0,19.0,0.8323342170821388,0.031217554055128653,,,,,,,,
29,24,7,0.9952660061772595,0.06046367914902483,30.0,26.0,0.8181378385347372,0.03858818671126845,,,,,,,,
30,24,7,0.9952660061772595,0.06046367914902483,30.0,26.0,0.8181378385347372,0.03858818671126845,,,,,,,,
31,24,7,0.9952660061772595,0.06046367914902483,30.0,26.0,0.8181378385347372,0.03858818671126845,,,,,,,,
