mutation_step,id_1,parent_1,f_r_1,phi_1,id_2,parent_2,f_r_2,phi_2,id_3,parent_3,f_r_3,phi_3,id_4,parent_4,f_r_4,phi_4
0,1,0,0.9878106039243928,0.006200027471709251,,,,,,,,,,,,
1,2,1,0.9822273328290174,0.02534903181254414,,,,,,,,,,,,
2,3,2,0.9725457877041029,0.0261397377588517,,,,,,,,,,,,
3,3,2,0.9725457877041029,0.0261397377588517,,,,,,,,,,,,
4,5,3,0.9652824602938874,0.03960455069987073,,,,,,,,,,,,
5,6,5,0.9275916982047604,0.04137359820576538,,,,,,,,,,,,
6,7,6,0.919522749985598,0.03091702713205857,,,,,,,,,,,,
7,7,6,0.919522749985598,0.03091702713205857,8.0,7.0,0.9080659224649085,0.014924296572331297,,,,,,,,
8,8,7,0.9080659224649085,0.014924296572331297,9.0,8.0,0.9133769569173511,0.04489711308843236,,,,,,,,
9,8,7,0.9080659224649085,0.014924296572331297,10.0,9.0,0.9200741170618392,0.038395539141916506,,,,,,,,
10,8,7,0.9080659224649085,0.014924296572331297,10.0,9.0,0.9200741170618392,0.038395539141916506,,,,,,,,
11,8,7,0.9080659224649085,0.014924296572331297,12.0,8.0,0.9202775047995218,0.040758820730242895,,,,,,,,
12,8,7,0.9080659224649085,0.014924296572331297,13.0,12.0,0.9239619921234916,0.05040236745191465,,,,,,,,
13,13,12,0.9239619921234916,0.05040236745191465,14.0,8.0,0.8990156560903612,0.022814261656230923,,,,,,,,
14,13,12,0.9239619921234916,0.05040236745191465,14.0,8.0,0.8990156560903612,0.022814261656230923,,,,,,,,
15,14,8,0.8990156560903612,0.022814261656230923,16.0,13.0,0.9413060028368572,0.048550450804015335,,,,,,,,
16,14,8,0.8990156560903612,0.022814261656230923,16.0,13.0,0.9413060028368572,0.048550450804015335,,,,,,,,
17,14,8,0.8990156560903612,0.022814261656230923,16.0,13.0,0.9413060028368572,0.048550450804015335,,,,,,,,
18,14,8,0.8990156560903612,0.022814261656230923,16.0,13.0,0.9413060028368572,0.048550450804015335,,,,,,,,
19,14,8,0.8990156560903612,0.022814261656230923,16.0,13.0,0.9413060028368572,0.048550450804015335,,,,,,,,
20,16,13,0.9413060028368572,0.048550450804015335,21.0,14.0,0.8876735703961266,0.0262311547226406,,,,,,,,
21,16,13,0.9413060028368572,0.048550450804015335,21.0,14.0,0.8876735703961266,0.0262311547226406,,,,,,,,
22,21,14,0.8876735703961266,0.0262311547226406,23.0,16.0,0.9630857777875209,0.06281932696751978,,,,,,,,
23,21,14,0.8876735703961266,0.0262311547226406,23.0,16.0,0.9630857777875209,0.06281932696751978,,,,,,,,
24,23,16,0.9630857777875209,0.06281932696751978,25.0,21.0,0.8624573156052865,0.025301800433884206,,,,,,,,
25,23,16,0.9630857777875209,0.06281932696751978,25.0,21.0,0.8624573156052865,0.025301800433884206,,,,,,,,
26,23,16,0.9630857777875209,0.06281932696751978,27.0,25.0,0.8443067553412625,0.04119947979234561,,,,,,,,
27,23,16,0.9630857777875209,0.06281932696751978,27.0,25.0,0.8443067553412625,0.04119947979234561,,,,,,,,
28,23,16,0.9630857777875209,0.06281932696751978,27.0,25.0,0.8443067553412625,0.04119947979234561,,,,,,,,
29,27,25,0.8443067553412625,0.04119947979234561,30.0,23.0,0.9650283668370782,0.04968328598640827,,,,,,,,
30,27,25,0.8443067553412625,0.04119947979234561,30.0,23.0,0.9650283668370782,0.04968328598640827,,,,,,,,
31,27,25,0.8443067553412625,0.04119947979234561,30.0,23.0,0.9650283668370782,0.04968328598640827,,,,,,,,
32,27,25,0.8443067553412625,0.04119947979234561,30.0,23.0,0.9650283668370782,0.04968328598640827,,,,,,,,
33,27,25,0.8443067553412625,0.04119947979234561,34.0,30.0,0.98274786843115,0.037334449691739074,,,,,,,,
34,27,25,0.8443067553412625,0.04119947979234561,34.0,30.0,0.98274786843115,0.037334449691739074,,,,,,,,
35,27,25,0.8443067553412625,0.04119947979234561,34.0,30.0,0.98274786843115,0.037334449691739074,,,,,,,,
36,27,25,0.8443067553412625,0.04119947979234561,34.0,30.0,0.98274786843115,0.037334449691739074,,,,,,,,
37,27,25,0.8443067553412625,0.04119947979234561,34.0,30.0,0.98274786843115,0.037334449691739074,,,,,,,,
38,34,30,0.98274786843115,0.037334449691739074,39.0,27.0,0.834280752205739,0.031125279622292994,,,,,,,,
39,39,27,0.834280752205739,0.031125279622292994,40.0,34.0,0.9872860309843398,0.056418187659379615,,,,,,,,
40,39,27,0.834280752205739,0.031125279622292994,40.0,34.0,0.9872860309843398,0.056418187659379615,,,,,,,,
41,39,27,0.834280752205739,0.031125279622292994,40.0,34.0,0.9872860309843398,0.056418187659379615,,,,,,,,
42,39,27,0.834280752205739,0.031125279622292994,40.0,34.0,0.9872860309843398,0.056418187659379615,,,,,,,,
43,39,27,0.834280752205739,0.031125279622292994,40.0,34.0,0.9872860309843398,0.056418187659379615,,,,,,,,
44,39,27,0.834280752205739,0.031125279622292994,40.0,34.0,0.9872860309843398,0.056418187659379615,,,,,,,,
45,39,27,0.834280752205739,0.031125279622292994,40.0,34.0,0.9872860309843398,0.056418187659379615,,,,,,,,
46,39,27,0.834280752205739,0.031125279622292994,40.0,34.0,0.9872860309843398,0.056418187659379615,,,,,,,,
47,40,34,0.9872860309843398,0.056418187659379615,48.0,39.0,0.8078322042980816,0.039394345242617076,,,,,,,,
48,40,34,0.9872860309843398,0.056418187659379615,48.0,39.0,0.8078322042980816,0.039394345242617076,,,,,,,,
49,40,34,0.9872860309843398,0.056418187659379615,48.0,39.0,0.8078322042980816,0.039394345242617076,,,,,,,,
50,40,34,0.9872860309843398,0.056418187659379615,51.0,48.0,0.8072218461822339,0.030083917631715612,,,,,,,,
51,40,34,0.9872860309843398,0.056418187659379615,52.0,51.0,0.7987523841358878,0.027062473191023183,,,,,,,,
52,40,34,0.9872860309843398,0.056418187659379615,52.0,51.0,0.7987523841358878,0.027062473191023183,,,,,,,,
53,52,51,0.7987523841358878,0.027062473191023183,54.0,40.0,0.9870357882993914,0.04866595855684647,,,,,,,,
54,52,51,0.7987523841358878,0.027062473191023183,54.0,40.0,0.9870357882993914,0.04866595855684647,,,,,,,,
55,52,51,0.7987523841358878,0.027062473191023183,54.0,40.0,0.9870357882993914,0.04866595855684647,,,,,,,,
56,52,51,0.7987523841358878,0.027062473191023183,54.0,40.0,0.9870357882993914,0.04866595855684647,,,,,,,,
57,52,51,0.7987523841358878,0.027062473191023183,54.0,40.0,0.9870357882993914,0.04866595855684647,,,,,,,,
58,52,51,0.7987523841358878,0.027062473191023183,54.0,40.0,0.9870357882993914,0.04866595855684647,,,,,,,,
59,52,51,0.7987523841358878,0.027062473191023183,60.0,54.0,0.9947211165837624,0.04668520647923116,,,,,,,,
60,52,51,0.7987523841358878,0.027062473191023183,60.0,54.0,0.9947211165837624,0.04668520647923116,,,,,,,,
61,52,51,0.7987523841358878,0.027062473191023183,60.0,54.0,0.9947211165837624,0.04668520647923116,,,,,,,,
62,52,51,0.7987523841358878,0.027062473191023183,60.0,54.0,0.9947211165837624,0.04668520647923116,,,,,,,,
63,52,51,0.7987523841358878,0.027062473191023183,60.0,54.0,0.9947211165837624,0.04668520647923116,,,,,,,,
