mutation_step,id_1,parent_1,f_r_1,phi_1,id_2,parent_2,f_r_2,phi_2,id_3,parent_3,f_r_3,phi_3,id_4,parent_4,f_r_4,phi_4
0,1,0,0.9989170187464016,0.0010334004592214528,,,,,,,,,,,,
1,2,1,0.9947236527474014,0.012038382739322222,,,,,,,,,,,,
2,3,2,0.9821695137571248,0.010020804890488871,,,,,,,,,,,,
3,4,3,0.9693191621520044,0.007889931660526055,,,,,,,,,,,,
4,4,3,0.9693191621520044,0.007889931660526055,5.0,4.0,0.986692420416687,0.02291153418101622,,,,,,,,
5,4,3,0.9693191621520044,0.007889931660526055,6.0,4.0,0.9939103022317592,0.028452930759194667,,,,,,,,
6,6,4,0.9939103022317592,0.028452930759194667,7.0,6.0,0.9655145848176114,0.018349276086817808,,,,,,,,
7,6,4,0.9939103022317592,0.028452930759194667,7.0,6.0,0.9655145848176114,0.018349276086817808,,,,,,,,
8,6,4,0.9939103022317592,0.028452930759194667,7.0,6.0,0.9655145848176114,0.018349276086817808,,,,,,,,
9,10,7,0.9547478990156687,0.04013078283073526,,,,,,,,,,,,
10,11,10,0.9544552970809492,0.03121057767453068,,,,,,,,,,,,
11,12,11,0.9413656956110589,0.05887954366646834,,,,,,,,,,,,
12,12,11,0.9413656956110589,0.05887954366646834,,,,,,,,,,,,
13,14,12,0.9372675062240498,0.03561258642334332,,,,,,,,,,,,
14,14,12,0.9372675062240498,0.03561258642334332,,,,,,,,,,,,
15,16,14,0.9339377339012727,0.04194882716377959,,,,,,,,,,,,
16,16,14,0.9339377339012727,0.04194882716377959,,,,,,,,,,,,
17,16,14,0.9339377339012727,0.04194882716377959,,,,,,,,,,,,
18,16,14,0.9339377339012727,0.04194882716377959,,,,,,,,,,,,
19,16,14,0.9339377339012727,0.04194882716377959,,,,,,,,,,,,
20,21,16,0.9124939392434164,0.05275245589527895,,,,,,,,,,,,
21,22,21,0.8831832972094049,0.0484134301565197,,,,,,,,,,,,
22,22,21,0.8831832972094049,0.0484134301565197,,,,,,,,,,,,
23,22,21,0.8831832972094049,0.0484134301565197,,,,,,,,,,,,
24,22,21,0.8831832972094049,0.0484134301565197,,,,,,,,,,,,
