mutation_step,id_1,parent_1,f_r_1,phi_1,id_2,parent_2,f_r_2,phi_2,id_3,parent_3,f_r_3,phi_3,id_4,parent_4,f_r_4,phi_4
0,1,0,0.9895088975466007,0.002863333626356182,,,,,,,,,,,,
1,1,0,0.9895088975466007,0.002863333626356182,2.0,1.0,0.9905034402532376,0.031313954117108286,,,,,,,,
2,3,1,0.979157452535922,0.02771703148422383,,,,,,,,,,,,
3,3,1,0.979157452535922,0.02771703148422383,4.0,3.0,0.9982194806092313,0.04474586933677101,,,,,,,,
4,3,1,0.979157452535922,0.02771703148422383,4.0,3.0,0.9982194806092313,0.04474586933677101,,,,,,,,
5,3,1,0.979157452535922,0.02771703148422383,4.0,3.0,0.9982194806092313,0.04474586933677101,,,,,,,,
6,3,1,0.979157452535922,0.02771703148422383,4.0,3.0,0.9982194806092313,0.04474586933677101,,,,,,,,
7,3,1,0.979157452535922,0.02771703148422383,4.0,3.0,0.9982194806092313,0.04474586933677101,,,,,,,,
8,3,1,0.979157452535922,0.02771703148422383,4.0,3.0,0.9982194806092313,0.04474586933677101,9.0,4.0,0.9733120556002063,0.05655435289360391,,,,
9,3,1,0.979157452535922,0.02771703148422383,4.0,3.0,0.9982194806092313,0.04474586933677101,9.0,4.0,0.9733120556002063,0.05655435289360391,,,,
10,4,3,0.9982194806092313,0.04474586933677101,11.0,3.0,0.9693603058986449,0.007614997297729655,,,,,,,,
11,4,3,0.9982194806092313,0.04474586933677101,12.0,11.0,0.9653200017044403,0.030443661684738534,,,,,,,,
12,4,3,0.9982194806092313,0.04474586933677101,12.0,11.0,0.9653200017044403,0.030443661684738534,,,,,,,,
13,4,3,0.9982194806092313,0.04474586933677101,12.0,11.0,0.9653200017044403,0.030443661684738534,,,,,,,,
14,4,3,0.9982194806092313,0.04474586933677101,12.0,11.0,0.9653200017044403,0.030443661684738534,,,,,,,,
15,4,3,0.9982194806092313,0.04474586933677101,12.0,11.0,0.9653200017044403,0.030443661684738534,,,,,,,,
16,4,3,0.9982194806092313,0.04474586933677101,12.0,11.0,0.9653200017044403,0.030443661684738534,,,,,,,,
17,4,3,0.9982194806092313,0.04474586933677101,12.0,11.0,0.9653200017044403,0.030443661684738534,,,,,,,,
18,4,3,0.9982194806092313,0.04474586933677101,12.0,11.0,0.9653200017044403,0.030443661684738534,,,,,,,,
19,4,3,0.9982194806092313,0.04474586933677101,12.0,11.0,0.9653200017044403,0.030443661684738534,,,,,,,,
20,4,3,0.9982194806092313,0.04474586933677101,12.0,11.0,0.9653200017044403,0.030443661684738534,,,,,,,,
21,4,3,0.9982194806092313,0.04474586933677101,12.0,11.0,0.9653200017044403,0.030443661684738534,,,,,,,,
22,4,3,0.9982194806092313,0.04474586933677101,12.0,11.0,0.9653200017044403,0.030443661684738534,,,,,,,,
23,4,3,0.9982194806092313,0.04474586933677101,12.0,11.0,0.9653200017044403,0.030443661684738534,,,,,,,,
24,4,3,0.9982194806092313,0.04474586933677101,25.0,12.0,0.9545643375941313,0.021375777025307383,,,,,,,,
25,4,3,0.9982194806092313,0.04474586933677101,25.0,12.0,0.9545643375941313,0.021375777025307383,,,,,,,,
26,4,3,0.9982194806092313,0.04474586933677101,25.0,12.0,0.9545643375941313,0.021375777025307383,,,,,,,,
27,4,3,0.9982194806092313,0.04474586933677101,25.0,12.0,0.9545643375941313,0.021375777025307383,,,,,,,,
28,4,3,0.9982194806092313,0.04474586933677101,25.0,12.0,0.9545643375941313,0.021375777025307383,,,,,,,,
29,4,3,0.9982194806092313,0.04474586933677101,25.0,12.0,0.9545643375941313,0.021375777025307383,,,,,,,,
30,4,3,0.9982194806092313,0.04474586933677101,25.0,12.0,0.9545643375941313,0.021375777025307383,,,,,,,,
31,4,3,0.9982194806092313,0.04474586933677101,25.0,12.0,0.9545643375941313,0.021375777025307383,,,,,,,,
32,4,3,0.9982194806092313,0.04474586933677101,25.0,12.0,0.9545643375941313,0.021375777025307383,,,,,,,,
33,4,3,0.9982194806092313,0.04474586933677101,25.0,12.0,0.9545643375941313,0.021375777025307383,,,,,,,,
34,4,3,0.9982194806092313,0.04474586933677101,25.0,12.0,0.9545643375941313,0.021375777025307383,,,,,,,,
