Dilution,c_r value,species,f_r,phi_R0max,final_abundance
1000.0,10.0,721,0.8210344827586207,0.004379310344827586,1.752261099585446e-06
1000.0,10.0,722,0.8210344827586207,0.007758620689655172,10.001008248748713
