Dilution,c_r value,species,f_r,phi_R0max,final_abundance
215.44346900318823,215.44346900318823,723,0.8210344827586207,0.011137931034482757,134.22511777388104
215.44346900318823,215.44346900318823,874,0.99,0.014517241379310344,3.0382717689964054e-06
215.44346900318823,215.44346900318823,875,0.99,0.01789655172413793,81.22763156870656
