Dilution,c_r value,f_r,phi_R0max,final_abundance
10.0,2.154434690031882,0.5844827586206897,0.0347931034482758,2.1672722756261398
10.0,2.154434690031882,0.6182758620689655,0.0347931034482758,0.10993448198182067
