Dilution,c_r value,species,f_r,phi_R0max,final_abundance
1000.0,1000.0,752,0.8548275862068965,0.007758620689655172,645.0582119479232
1000.0,1000.0,873,0.99,0.011137931034482757,354.9437880542098
